run_id,target,Application,Direction,Source Zone,Destination Zone,Category of app,predicted_action,confidence,mismatch,reset_related,low_confidence_bottom_5pct
stratified_holdout__no_threat_descriptors,Allow,not-applicable,client-to-server,WAN,DMZ,unknown,Allow,0.99990404,False,False,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,DMZ,WAN,networking,Deny,0.9998672,False,False,True
stratified_holdout__no_threat_descriptors,Reset-Both,json-rpc,client-to-server,LAN,WAN,networking,Reset-Both,0.9999429,False,True,False
stratified_holdout__no_threat_descriptors,Drop,web-browsing,client-to-server,WAN,DMZ,general-internet,Drop,0.92911637,False,False,True
stratified_holdout__no_threat_descriptors,Reset-Server,web-browsing,client-to-server,WAN,WAF,general-internet,Reset-Server,0.96624804,False,True,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.9996811,False,False,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.99988925,False,False,True
stratified_holdout__no_threat_descriptors,Reset-Both,ssl,client-to-server,WAN,WAF,networking,Reset-Both,0.99899584,False,True,True
stratified_holdout__no_threat_descriptors,Reset-Both,json-rpc,client-to-server,LAN,WAN,networking,Reset-Both,0.99993944,False,True,False
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.9999231,False,False,True
stratified_holdout__no_threat_descriptors,Allow,not-applicable,client-to-server,WAN,DMZ,unknown,Allow,0.99990404,False,False,True
stratified_holdout__no_threat_descriptors,Reset-Both,ssl,client-to-server,WAN,WAF,networking,Reset-Both,0.998953,False,True,True
stratified_holdout__no_threat_descriptors,Drop,web-browsing,client-to-server,WAN,WAF,general-internet,Drop,0.9940264,False,False,True
stratified_holdout__no_threat_descriptors,Allow,not-applicable,client-to-server,WAN,DMZ,unknown,Allow,0.99990404,False,False,True
stratified_holdout__no_threat_descriptors,Reset-Both,json-rpc,client-to-server,LAN,WAN,networking,Reset-Both,0.9999374,False,True,False
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.9999058,False,False,True
stratified_holdout__no_threat_descriptors,Reset-Server,web-browsing,client-to-server,WAN,WAF,general-internet,Reset-Server,0.8887166,False,True,True
stratified_holdout__no_threat_descriptors,Allow,not-applicable,client-to-server,WAN,DMZ,unknown,Allow,0.99990404,False,False,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,DMZ,WAN,networking,Deny,0.9998672,False,False,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,DMZ,WAN,networking,Deny,0.9998672,False,False,True
stratified_holdout__no_threat_descriptors,Reset-Server,web-browsing,client-to-server,WAN,WAF,general-internet,Reset-Server,0.63108385,False,True,True
stratified_holdout__no_threat_descriptors,Reset-Both,ssl,client-to-server,WAN,WAF,networking,Reset-Both,0.99811184,False,True,True
stratified_holdout__no_threat_descriptors,Allow,not-applicable,client-to-server,WAN,DMZ,unknown,Allow,0.99990404,False,False,True
stratified_holdout__no_threat_descriptors,Allow,not-applicable,client-to-server,WAN,WAN,unknown,Allow,0.9945708,False,False,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.99992704,False,False,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.99980766,False,False,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.9999199,False,False,True
stratified_holdout__no_threat_descriptors,Reset-Server,web-browsing,client-to-server,WAN,WAF,general-internet,Reset-Server,0.9237974,False,True,True
stratified_holdout__no_threat_descriptors,Reset-Server,web-browsing,client-to-server,WAN,WAF,general-internet,Reset-Server,0.99980944,False,True,True
stratified_holdout__no_threat_descriptors,Reset-Both,web-browsing,client-to-server,LAN,WAN,general-internet,Reset-Both,0.9990637,False,True,True
stratified_holdout__no_threat_descriptors,Reset-Server,web-browsing,client-to-server,WAN,WAF,general-internet,Reset-Server,0.684645,False,True,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,DMZ,WAN,networking,Deny,0.9998672,False,False,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.99989617,False,False,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.9999058,False,False,True
stratified_holdout__no_threat_descriptors,Allow,not-applicable,client-to-server,WAN,DMZ,unknown,Allow,0.99990404,False,False,True
stratified_holdout__no_threat_descriptors,Allow,not-applicable,client-to-server,WAN,DMZ,unknown,Allow,0.99990404,False,False,True
stratified_holdout__no_threat_descriptors,Allow,not-applicable,client-to-server,WAN,DMZ,unknown,Allow,0.99990404,False,False,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.99968815,False,False,True
stratified_holdout__no_threat_descriptors,Allow,not-applicable,client-to-server,WAN,WAN,unknown,Allow,0.9945708,False,False,True
stratified_holdout__no_threat_descriptors,Allow,not-applicable,client-to-server,WAN,DMZ,unknown,Allow,0.99990404,False,False,True
stratified_holdout__no_threat_descriptors,Allow,not-applicable,client-to-server,WAN,DMZ,unknown,Allow,0.99990404,False,False,True
stratified_holdout__no_threat_descriptors,Drop,dns-base,client-to-server,LAN,DMZ,networking,Drop,0.9988433,False,False,True
stratified_holdout__no_threat_descriptors,Allow,not-applicable,client-to-server,WAN,DMZ,unknown,Allow,0.99990404,False,False,True
stratified_holdout__no_threat_descriptors,Reset-Both,json-rpc,client-to-server,LAN,WAN,networking,Reset-Both,0.99993944,False,True,False
stratified_holdout__no_threat_descriptors,Reset-Server,web-browsing,client-to-server,WAN,DMZ,general-internet,Drop,0.98777443,True,True,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.99992704,False,False,True
stratified_holdout__no_threat_descriptors,Reset-Both,json-rpc,client-to-server,LAN,WAN,networking,Reset-Both,0.9999112,False,True,True
stratified_holdout__no_threat_descriptors,Reset-Both,web-browsing,client-to-server,LAN,WAN,general-internet,Reset-Both,0.9991204,False,True,True
stratified_holdout__no_threat_descriptors,Reset-Both,json-rpc,client-to-server,LAN,WAN,networking,Reset-Both,0.99993753,False,True,False
stratified_holdout__no_threat_descriptors,Reset-Both,json-rpc,client-to-server,LAN,WAN,networking,Reset-Both,0.9998908,False,True,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.99980766,False,False,True
stratified_holdout__no_threat_descriptors,Reset-Both,json-rpc,client-to-server,LAN,WAN,networking,Reset-Both,0.99992704,False,True,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.9999199,False,False,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.9999058,False,False,True
stratified_holdout__no_threat_descriptors,Reset-Server,web-browsing,client-to-server,WAN,DMZ,general-internet,Reset-Both,0.48141658,True,True,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.99992,False,False,True
stratified_holdout__no_threat_descriptors,Allow,not-applicable,client-to-server,WAN,DMZ,unknown,Allow,0.99990404,False,False,True
stratified_holdout__no_threat_descriptors,Allow,not-applicable,client-to-server,WAN,DMZ,unknown,Allow,0.99990404,False,False,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,DMZ,WAN,networking,Deny,0.9999168,False,False,True
stratified_holdout__no_threat_descriptors,Allow,not-applicable,client-to-server,WAN,DMZ,unknown,Allow,0.99990404,False,False,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,DMZ,WAN,networking,Deny,0.9998672,False,False,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.9996811,False,False,True
stratified_holdout__no_threat_descriptors,Reset-Both,json-rpc,client-to-server,LAN,WAN,networking,Reset-Both,0.9998908,False,True,True
stratified_holdout__no_threat_descriptors,Reset-Both,json-rpc,client-to-server,LAN,WAN,networking,Reset-Both,0.99988663,False,True,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.9999256,False,False,True
stratified_holdout__no_threat_descriptors,Reset-Both,json-rpc,client-to-server,LAN,WAN,networking,Reset-Both,0.99990416,False,True,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.99992645,False,False,True
stratified_holdout__no_threat_descriptors,Reset-Both,ssl,client-to-server,WAN,WAF,networking,Reset-Both,0.99781513,False,True,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,DMZ,WAN,networking,Deny,0.9998672,False,False,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,DMZ,WAN,networking,Deny,0.9999225,False,False,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.99992645,False,False,True
stratified_holdout__no_threat_descriptors,Reset-Both,json-rpc,client-to-server,LAN,WAN,networking,Reset-Both,0.9998882,False,True,True
stratified_holdout__no_threat_descriptors,Reset-Both,json-rpc,client-to-server,LAN,WAN,networking,Reset-Both,0.9999199,False,True,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.9996263,False,False,True
stratified_holdout__no_threat_descriptors,Reset-Both,json-rpc,client-to-server,LAN,WAN,networking,Reset-Both,0.9999324,False,True,False
stratified_holdout__no_threat_descriptors,Allow,not-applicable,client-to-server,WAN,WAN,unknown,Allow,0.9945708,False,False,True
stratified_holdout__no_threat_descriptors,Reset-Both,json-rpc,client-to-server,LAN,WAN,networking,Reset-Both,0.9998908,False,True,True
stratified_holdout__no_threat_descriptors,Allow,not-applicable,client-to-server,WAN,DMZ,unknown,Allow,0.99990404,False,False,True
stratified_holdout__no_threat_descriptors,Drop,dns-base,client-to-server,LAN,DMZ,networking,Drop,0.9994073,False,False,True
stratified_holdout__no_threat_descriptors,Allow,not-applicable,client-to-server,WAN,DMZ,unknown,Allow,0.99990404,False,False,True
stratified_holdout__no_threat_descriptors,Drop,dns-base,client-to-server,LAN,DMZ,networking,Drop,0.9988624,False,False,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.9999026,False,False,True
stratified_holdout__no_threat_descriptors,Allow,not-applicable,client-to-server,WAN,WAN,unknown,Allow,0.9945708,False,False,True
stratified_holdout__no_threat_descriptors,Allow,not-applicable,client-to-server,WAN,DMZ,unknown,Allow,0.99990404,False,False,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,DMZ,WAN,networking,Deny,0.9999225,False,False,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,DMZ,WAN,networking,Deny,0.9998672,False,False,True
stratified_holdout__no_threat_descriptors,Allow,not-applicable,client-to-server,WAN,DMZ,unknown,Allow,0.99990404,False,False,True
stratified_holdout__no_threat_descriptors,Reset-Both,json-rpc,client-to-server,LAN,WAN,networking,Reset-Both,0.99993944,False,True,False
stratified_holdout__no_threat_descriptors,Drop,dns-base,client-to-server,LAN,DMZ,networking,Drop,0.9994073,False,False,True
stratified_holdout__no_threat_descriptors,Allow,not-applicable,client-to-server,WAN,WAN,unknown,Allow,0.9945708,False,False,True
stratified_holdout__no_threat_descriptors,Allow,not-applicable,client-to-server,WAN,WAN,unknown,Allow,0.9945708,False,False,True
stratified_holdout__no_threat_descriptors,Allow,not-applicable,client-to-server,WAN,DMZ,unknown,Allow,0.99990404,False,False,True
stratified_holdout__no_threat_descriptors,Drop,dns-base,client-to-server,LAN,DMZ,networking,Drop,0.9992779,False,False,True
stratified_holdout__no_threat_descriptors,Reset-Both,json-rpc,client-to-server,LAN,WAN,networking,Reset-Both,0.9999199,False,True,True
stratified_holdout__no_threat_descriptors,Reset-Server,web-browsing,client-to-server,WAN,WAF,general-internet,Reset-Server,0.99981314,False,True,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.9999199,False,False,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.99980766,False,False,True
stratified_holdout__no_threat_descriptors,Reset-Both,json-rpc,client-to-server,LAN,WAN,networking,Reset-Both,0.9999132,False,True,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,DMZ,WAN,networking,Deny,0.9999225,False,False,True
stratified_holdout__no_threat_descriptors,Allow,not-applicable,client-to-server,WAN,DMZ,unknown,Allow,0.99990404,False,False,True
stratified_holdout__no_threat_descriptors,Drop,dns-base,client-to-server,LAN,DMZ,networking,Drop,0.9988471,False,False,True
stratified_holdout__no_threat_descriptors,Allow,not-applicable,client-to-server,WAN,DMZ,unknown,Allow,0.99990404,False,False,True
stratified_holdout__no_threat_descriptors,Reset-Both,json-rpc,client-to-server,LAN,WAN,networking,Reset-Both,0.99994445,False,True,False
stratified_holdout__no_threat_descriptors,Reset-Server,web-browsing,client-to-server,WAN,WAN,general-internet,Reset-Server,0.96222246,False,True,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.999908,False,False,True
stratified_holdout__no_threat_descriptors,Allow,not-applicable,client-to-server,WAN,DMZ,unknown,Allow,0.99990404,False,False,True
stratified_holdout__no_threat_descriptors,Drop,web-browsing,client-to-server,WAN,WAF,general-internet,Drop,0.99253887,False,False,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.99989617,False,False,True
stratified_holdout__no_threat_descriptors,Allow,not-applicable,client-to-server,WAN,WAN,unknown,Allow,0.9945708,False,False,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.9999199,False,False,True
stratified_holdout__no_threat_descriptors,Reset-Server,web-browsing,client-to-server,WAN,DMZ,general-internet,Reset-Server,0.8797297,False,True,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,DMZ,WAN,networking,Deny,0.9998672,False,False,True
stratified_holdout__no_threat_descriptors,Reset-Both,json-rpc,client-to-server,LAN,WAN,networking,Reset-Both,0.99990416,False,True,True
stratified_holdout__no_threat_descriptors,Reset-Both,json-rpc,client-to-server,LAN,WAN,networking,Reset-Both,0.9998661,False,True,True
stratified_holdout__no_threat_descriptors,Reset-Server,web-browsing,client-to-server,WAN,DMZ,general-internet,Reset-Server,0.8249677,False,True,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.99989617,False,False,True
stratified_holdout__no_threat_descriptors,Allow,not-applicable,client-to-server,WAN,DMZ,unknown,Allow,0.99990404,False,False,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,DMZ,WAN,networking,Deny,0.9999168,False,False,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,DMZ,WAN,networking,Deny,0.9999168,False,False,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,DMZ,WAN,networking,Deny,0.9999168,False,False,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,DMZ,WAN,networking,Deny,0.9999225,False,False,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.99992704,False,False,True
stratified_holdout__no_threat_descriptors,Allow,not-applicable,client-to-server,WAN,DMZ,unknown,Allow,0.99990404,False,False,True
stratified_holdout__no_threat_descriptors,Reset-Both,json-rpc,client-to-server,LAN,WAN,networking,Reset-Both,0.99993503,False,True,False
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.99989617,False,False,True
stratified_holdout__no_threat_descriptors,Reset-Both,ssl,client-to-server,WAN,WAF,networking,Reset-Both,0.99781513,False,True,True
stratified_holdout__no_threat_descriptors,Reset-Both,json-rpc,client-to-server,LAN,WAN,networking,Reset-Both,0.9999231,False,True,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.9999199,False,False,True
stratified_holdout__no_threat_descriptors,Drop,dns-base,client-to-server,LAN,DMZ,networking,Drop,0.9988433,False,False,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.9999256,False,False,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.99989617,False,False,True
stratified_holdout__no_threat_descriptors,Allow,not-applicable,client-to-server,WAN,WAN,unknown,Allow,0.96726793,False,False,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.9999199,False,False,True
stratified_holdout__no_threat_descriptors,Reset-Both,json-rpc,client-to-server,LAN,WAN,networking,Reset-Both,0.9998871,False,True,True
stratified_holdout__no_threat_descriptors,Reset-Both,json-rpc,client-to-server,LAN,WAN,networking,Reset-Both,0.99988306,False,True,True
stratified_holdout__no_threat_descriptors,Reset-Both,json-rpc,client-to-server,LAN,WAN,networking,Reset-Both,0.99987996,False,True,True
stratified_holdout__no_threat_descriptors,Drop,web-browsing,client-to-server,WAN,DMZ,general-internet,Drop,0.98697877,False,False,True
stratified_holdout__no_threat_descriptors,Allow,not-applicable,client-to-server,WAN,DMZ,unknown,Allow,0.99990404,False,False,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.9999256,False,False,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.99989617,False,False,True
stratified_holdout__no_threat_descriptors,Reset-Both,json-rpc,client-to-server,LAN,WAN,networking,Reset-Both,0.99993944,False,True,False
stratified_holdout__no_threat_descriptors,Reset-Both,json-rpc,client-to-server,LAN,WAN,networking,Reset-Both,0.9998956,False,True,True
stratified_holdout__no_threat_descriptors,Reset-Both,json-rpc,client-to-server,LAN,WAN,networking,Reset-Both,0.99996054,False,True,False
stratified_holdout__no_threat_descriptors,Allow,not-applicable,client-to-server,WAN,DMZ,unknown,Allow,0.99990404,False,False,True
stratified_holdout__no_threat_descriptors,Reset-Both,json-rpc,client-to-server,LAN,WAN,networking,Reset-Both,0.9999151,False,True,True
stratified_holdout__no_threat_descriptors,Reset-Both,json-rpc,client-to-server,LAN,WAN,networking,Reset-Both,0.9999429,False,True,False
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,DMZ,WAN,networking,Deny,0.99992394,False,False,True
stratified_holdout__no_threat_descriptors,Allow,not-applicable,client-to-server,WAN,DMZ,unknown,Allow,0.99990404,False,False,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.99992645,False,False,True
stratified_holdout__no_threat_descriptors,Reset-Both,json-rpc,client-to-server,LAN,WAN,networking,Reset-Both,0.99996054,False,True,False
stratified_holdout__no_threat_descriptors,Reset-Both,web-browsing,client-to-server,LAN,WAN,general-internet,Reset-Both,0.9991204,False,True,True
stratified_holdout__no_threat_descriptors,Reset-Both,json-rpc,client-to-server,LAN,WAN,networking,Reset-Both,0.99996054,False,True,False
stratified_holdout__no_threat_descriptors,Allow,not-applicable,client-to-server,WAN,DMZ,unknown,Allow,0.99990404,False,False,True
stratified_holdout__no_threat_descriptors,Drop,dns-base,client-to-server,LAN,DMZ,networking,Drop,0.9988433,False,False,True
stratified_holdout__no_threat_descriptors,Reset-Both,json-rpc,client-to-server,LAN,WAN,networking,Reset-Both,0.99993944,False,True,False
stratified_holdout__no_threat_descriptors,Allow,not-applicable,client-to-server,WAN,WAN,unknown,Allow,0.9945708,False,False,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.9999058,False,False,True
stratified_holdout__no_threat_descriptors,Reset-Server,web-browsing,client-to-server,WAN,DMZ,general-internet,Reset-Server,0.97623605,False,True,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.9998802,False,False,True
stratified_holdout__no_threat_descriptors,Reset-Both,json-rpc,client-to-server,LAN,WAN,networking,Reset-Both,0.99992704,False,True,True
stratified_holdout__no_threat_descriptors,Allow,not-applicable,client-to-server,WAN,DMZ,unknown,Allow,0.99990404,False,False,True
stratified_holdout__no_threat_descriptors,Reset-Both,json-rpc,client-to-server,LAN,WAN,networking,Reset-Both,0.9999112,False,True,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.9999199,False,False,True
stratified_holdout__no_threat_descriptors,Reset-Both,json-rpc,client-to-server,LAN,WAN,networking,Reset-Both,0.99990416,False,True,True
stratified_holdout__no_threat_descriptors,Reset-Both,json-rpc,client-to-server,LAN,WAN,networking,Reset-Both,0.99993503,False,True,False
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.99989617,False,False,True
stratified_holdout__no_threat_descriptors,Deny,dns-base,server-to-client,LAN,DMZ,networking,Deny,0.9999199,False,False,True
stratified_holdout__no_threat_descriptors,Allow,not-applicable,client-to-server,WAN,DMZ,unknown,Allow,0.99990404,False,False,True
